Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,sentiment_overall,emotional_traits,behavioral_traits,concepts
1072,68,Elegant classic dress,I am usually a petite 6 but since this dress did not come in petites i tried on 4 and it fit  i m 5 1   112lbs so dress hit rt below knee  will have it hemmed up a bit do not so overwhelming   this dress looks stunning on  great vibrant color   i have dark hair  makes this classic elegant dress look contemporary and stylish  when i tried it on in store  salesperson and others who happen to see it on me raved and told me to grab it  i did and am glad   i plan to wear it this spring for my daughte,5,1,1,General,Dresses,Dresses,12.89,Surprise Happiness,Organization Violence,"['clothes', 'contemporary', 'look', 'stylish', 'hair', 'salesperson', 'knee', 'petite', 'store', 'tiny', 'elegant', 'color', 'bright', 'classic', 'glad']"
1081,39,True to size to large,I debated n that as i think it looks loose on the model  but if i was to tighten it  it looks a lot more flattering    i tried on the xs in the store  i usually do that to decide if i need petite   and it looked huge  when we pinched the back to see if xxs would work  it was a lot of fabric  and looser didn t look as good on me    but i like the dress overall  so still recommend  and for those who like the looser look  this is great  i would  however  order eptite for 5 1 5    115 lbs  03 dd che,4,1,9,General Petite,Dresses,Dresses,6.19,Like,,"['fabric', 'dress', 'store', 'liberal', 'look', 'loose', 'lot', 'model', 'many', 'back', 'flattering', 'tiny', 'good', 'huge', 'che']"
1078,51,Sweet flattering dress,I love cute summer dresses and this one  especially because it is made out of linen  is unique  it is very well made with a design that is quite flattering  i am 5 foot 6 and a little curvy with a 38 c bust and i got a size 10  it fits well although it is difficult to zip up because the material has no give  the perfect dress to wear to italy or france  now i just have to book my tickets ,4,1,0,General Petite,Dresses,Dresses,2.79,,,"['dress', 'linen', 'pattern', 'ticket', 'summer', 'material', 'bust', 'size', 'curvy', 'cute', 'unique', 'difficult', 'perfect']"
1081,31,,nan,5,1,0,General,Dresses,Dresses,0.0,,,['naan']
1081,47,,Perfect dress for hot  humid  sticky weather ,5,1,0,General,Dresses,Dresses,-8.0,Embarrassment,,"['weather', 'dress', 'humid', 'perfect', 'awkward', 'hot']"
1081,44,An almost for me...,I didn t end up keeping this dress   it just wasn t right for me  it is very cute and fit well but the fabric was very thin  partially lined which is a plus  and the hem line coming up on the sides made it just too short for me  i ordered the petite xs and liked the length in front and back well but the side slit vent was just too high for my liking  the tie part hit at the perfect spot for me at only 5 4    118    i guess i just didn t  love  it and would rather save my funds for something i ca,3,1,4,General,Dresses,Dresses,6.8,Like,Violence,"['fabric', 'hem', 'liking', 'positive', 'draw', 'length', 'placing', 'assembly line', 'part', 'tiny', 'funds', 'cute', 'fit', 'side', 'complete']"
1081,61,Cute and comfy,This dress is comfortable and stylish at the same time  it runs true to size  i m 5 1  113 lbs and got the xs petite  wore it once so far for a few hours and got a few compliments on it ,5,1,3,General,Dresses,Dresses,16.89,,,"['clothes', 'compliment', 'stylish', 'size', 'hour', 'tiny', 'few', 'comfortable', 'true']"
1082,32,Disappointing quality,The design shape of the dress are quite flattering  flirty and feminine  but     there is no way that the dress i received is new  the color is a faded washed out red and there are black stains all over the belt area  there is no tag    the fabric looks droopy and laundered and is not crisp  stiff or new  i am very disappointed by the quality of the item that i received  undoubtedly this one is going back   dear retailer   please make sure that you do not send pre owend clothing articles to,2,0,0,General,Dresses,Dresses,-6.69,Shame Disappointment Affection,Irresponsibility Creativity,"['dress', 'design', 'form', 'no way', 'dirt', 'building', 'quality', 'belt', 'look', 'clothing', 'retailer', 'article', 'item', 'flirtatious', 'faded']"
1072,51,Very vintage feel,Prior reviewer nailed it with the summary of this dress  it definitely needs heels  i m 5 4   120   34d and this is a size 36  i usually wear a size s or 4 with most retailer stuff ,4,1,1,General,Dresses,Dresses,0.0,,,"['reviewer', 'heel', 'dress', 'size', 'summary', 'size', 'stuff', 'retailer', 'most', 'prior']"
1078,32,,This is the perfect summer dress  it can be dressed up or down  the quality of the linen fabric is very nice  i m 5 1  and it hit right below my knees  i found it to run true to size  those with a smaller bust might want to go down a size  but the tie in the front can be adjusted  it s lovely ,5,1,2,General Petite,Dresses,Dresses,13.69,,Violence,"['dress', 'fabric', 'linen', 'tie', 'quality', 'knee', 'true', 'summer', 'breast', 'size', 'nice', 'lovely', 'perfect', 'front']"
1196,29,,This is a great pull over dress that can easily be dressed to wear to work  to a bbq  or to happy hour  i have a large chest which sometimes makes this fit look like a tent but this fabric drapes nicely  the only thing i would note is the neckline was slightly higher on me than for the model ,5,1,0,General Petite,Dresses,Dresses,5.59,,,"['chest', 'fabric', 'clothes', 'neckline', 'tent', 'pull', 'happy hour', 'model', 'large', 'only', 'high', 'great', 'thing']"
1072,34,"Wonderfully made, poorly designed for busty gals",Like others reviewers mentioned on here  this dress is extremely well made  but there were too many cons for me  as well  this would most certainly work on a petite shorter frame  but for tall  busty  and curvier girls  it just sits wrong on all places unfortunately  the color is lovely along with the nice collar that ties in the back really made this dress stand out   however  i m a 36c and found that the arm shoulder part so large and bulky that is made me look bigger on top  there was entirel,3,1,1,General,Dresses,Dresses,4.4,,Unlawfulness,"['dress', 'arm', 'shoulder', 'miss', 'collar', 'hustle', 'reviewer', 'locality', 'back', 'rack', 'tiny', 'busty', 'nice', 'many', 'beautiful']"
1081,39,Just ok,It s ok  fit doesn t wow me because of my body  chest is too wide  hips look too narrow  drapes across my back fat in an especially non flattering way  basically made my square apple body look more square apple  great part about this dress is that it s comfy and hides the tummy pooch  construction is poorly done   contrasting liner at v neck is rolling out on one side only and then doing the same at the hem contralaterally  another negative point is dry clean only  boo  i m 5 3  140  39 28 35 an,3,1,0,General,Dresses,Dresses,0.8,Surprise,,"['pooch', 'drape', 'apple', 'construction', 'tummy', 'chest', 'dress', 'lining', 'neck', 'hip', 'torso', 'fat', 'hem', 'body', 'look']"
1104,47,Antoher beautiful maeve dress!,I love the dresses by maeve and this one is no exception  i was pleasantly surprised upon receiving this dress because i wasn t sure about the print size and colors when i saw it online  but the print is beautiful  it s a very simple but elegant style and the ruffle on the back adds an extra touch of interest  i like that it has enough coverage at the top  front and back   the underarms do not fall very low  and it is lined  the a line skirt will flatter most body types  the fabric and overall q,5,1,3,General,Dresses,Dresses,32.4,Like,,"['dress', 'skirt', 'ruffle', 'fabric', 'underarm', 'size', 'back', 'coverage', 'exception', 'print', 'print', 'touch', 'line', 'enough', 'style']"
1094,35,Not for me,The colors are vivid and perfectly autumnal but the fit is a mess  it was overall too large  the waistline curves up in the front and then falls into small pleats which was maternityish  the waistband was thicker than the dress and sat away from my body and the material was a cheapish poly  had the outer dress been made from the same material as the lining  i would have liked it better  the modesty closure was a plus but the dress was already unraveling when i took it out   returned,2,0,0,General Petite,Dresses,Dresses,-18.79,,,"['textile', 'dress', 'pleat', 'waistband', 'polyester', 'waistline', 'clothes', 'lining', 'sit', 'body', 'modesty', 'mess', 'curve', 'plus', 'closure']"
1094,54,"It's gorgeous, but...",Just came today  the print is gorgeous   very bohemian  it s a dressier dress with the chiffon   on the con side  the chiffon is very delicate  snagged easily while trying on  there s raw edges on the waistband  needed trimming fresh out of the package   sz 10 fit in the waist  too small for 36d bust  sz 12 fits bust but is big in the waist   sz 10 ankle length for 5 7   12 hits the floor   haven t decided if i ll keep the 12 and try to alter ,4,1,0,General Petite,Dresses,Dresses,3.5,,,"['chiffon', 'dress', 'fresh', 'waistband', 'haven', 'fit', 'black and white', 'con', 'waist', 'parcel', 'll.', 'waist', 'dressy', 'ground', 'hit']"
1098,40,,Dress ran very large in every way  beautiful design  lining and quality material  i should have sized down 2 sizes  item is now sold out ,3,1,0,General,Dresses,Dresses,0.3,,Creativity,"['dress', 'lining', 'design', 'quality', 'domain', 'detail', 'sizing', 'way', 'every', 'beautiful']"
1075,52,Classic,I was so excited about the arrival of my maza dress  much to my surprise the material was not has structured as i thought it would be from the photos  the fit was very tight and did not fall as nicely as i anticipated  because i loved the classic design i decided to give it another chance so i returned it for the next size up and fell in love  the open sleeve was a nice surprise with a touch if elegance  the front buttons added a bit of old charm and feminine appeal  while the material was not v,4,1,3,General,Dresses,Dresses,8.8,Surprise Excitement Love,Self-confidence Creativity,"['appeal', 'material', 'elegance', 'touch', 'arm', 'dress', 'fit', 'surprise', 'size', 'design', 'photo', 'opportunity', 'surprise', 'arrival', 'a bit of']"
1104,47,My new favorite dress,I m 5 4   130 lbs  34 d  i bought the medium  i think i could have gotten the small but i didn t have time to re order  it fit fine but could have been a little more snug around my top half  i love the length and the fabric  ,5,1,0,General,Dresses,Dresses,11.3,,,"['fabric', 'top half', 'length', 'hour', 'cosy', 'medium', 'order', 'fine']"
1094,39,Autumn fever,Ranna designs richly detailed dresses and this is no exception   looks just like the pictures  colors cut drape  with the exception of a modesty hook at the deep v neck   sleeves are sheer with an elastic cuff   this dress does not stretch  the bodice felt very fitted and tight  especially at the waist band   runs tts or small  if you re busty broad shouldered  size up   it has a dreadful side zip  is fully lined and all synthetic fabric  boo    i purchased size 10p  my stats 36c 38 27 35 135  ,5,1,0,General Petite,Dresses,Dresses,2.79,,,"['dress', 'bodice', 'arm', 'drape', 'cuff', 'synthetic fabric', 'color', 'hiss', 'waist', 'modesty', 'statistics', 'painting', 'deep', 'zip']"
1094,30,Falling goddess,This dress makes you feel like a bohemian goddess   falls in the right area and absolutely adorable   the dress is very fragile  handle with care ,5,1,0,General Petite,Dresses,Dresses,10.8,,,"['clothes', 'dress', 'goddess', 'handle', 'care', 'bohemian', 'adorable', 'fragile', 'domain', 'right']"
1104,25,Amazing peach color!,I ordered this dress in both colors  the peach color is so beautiful in person  i m planning to wear this dress for our rehearsal dinner at the end of the summer  if i can hold off until then  definitely worth the price ,5,1,6,General,Dresses,Dresses,2.29,,Organization,"['dress', 'beauty', 'dinner', 'price', 'rehearsal', 'worth', 'both', 'summer', 'end', 'color', 'beautiful']"
1104,54,Perfection.,This dress is incredible  i saw a sales girl wearing it in my local retailer and loved it  i bought it in the navy color  it s gorgeous in person  very bright  vibrant colors  i am 5 9 34 c bra 27 inch waist and the s was quite big on my waist  i kept it anyway because the xs has been sold out  and got it taken in a bit  i wore it while vacationing in mexico and it definitely turned heads  if you re thinking about buying this dress  do it  you won t regret it ,5,1,0,General,Dresses,Dresses,4.09,Regret Like,Dynamism,"['waist', 'dress', 'sale', 'miss', 'bra', 'navy', 'retailer', 'head', 'gorgeous', 'color', 'incredible', 'bright', 'bright', 'large', 'bit']"
1104,29,,Absolutely love this dress  fits true to size and makes anyone look fabulous,5,1,0,General,Dresses,Dresses,80.9,,,"['dress', 'fit', 'size', 'fabulous', 'real']"
1104,36,Gorgeous,Bought both colors in xs and soooooo glad i did  this dress is absolutely gorgeous in either color    will have  do to the nice quality  and wear  very stylish  for a loooooong time     a must have for the summer      ,5,1,0,General,Dresses,Dresses,11.5,,,"['color', 'must', 'gladiolus', 'both', 'quality', 'summer', 'gorgeous', 'either', 'stylish', 'nice']"
1104,45,,This dress is gorgeous    i love it  i bought it to wear to a july wedding  i got the navy and it is so fresh and crisp in color  the sizing is on spot  i slipped it on and it was comfortable  easy and stylish  i am 5 7  and typically xs  it falls exactly as portrayed in the online photos  it is lined in the skirt and the top is stretch jersey in the best weight  i am in love ,5,1,7,General,Dresses,Dresses,12.8,Like,,"['jersey', 'top', 'sizing', 'dress', 'skirt', 'navy', 'July', 'stretch', 'wedding', 'photo', 'topographic point', 'weight', 'crisp', 'gorgeous', 'comfortable']"
1104,36,Love this dress!,After missing out on last year s similar dress  i am so glad i finally purchased this one  it is beautiful in person  i bought to wear to a wedding  but i am curious if others think it might be too white  i bought the peach color  i will keep this dress no matter what  hope they come out with more next season ,5,1,0,General,Dresses,Dresses,1.2,Happiness,Positivity Curiosity,"['color', 'beauty', 'dress', 'season', 'year', 'wedding', 'glad', 'curious', 'beautiful', 'white', 'following']"
1104,30,,Beautiful colors and silhouette  i got the navy   the skirt is lined and flows wonderfully when you walk  i ve gotten a ton of compliments on it  i m 5 9  and the high hem falls a few inches below my knee  and the low hem falls to my ankles ,5,1,7,General,Dresses,Dresses,3.79,,,"['hem', 'skirt', 'knee', 'ankle', 'inch', 'compliment', 'ton', 'navy', 'flow', 'figure', 'few', 'color', 'beautiful', 'low-toned']"
1104,39,,nan,5,1,0,General,Dresses,Dresses,0.0,,,['naan']
1104,38,,This dress is stunning  vibrant colors and flirty feel to it  i got the small and i am a 34b 27 pants  132 lbs  great fit  i only question two things  am i tall enough to pull off the extra fabric in the back and what the heck do you where for a bra  those two considerations are why i didn t give it 5 stars ,4,1,1,General,Dresses,Dresses,6.09,,Disagreement,"['fabric', 'dress', 'bra', 'heck', 'trousers', 'feel', 'consideration', 'color', 'star', 'back', 'flirtatious', 'other', 'stunning', 'bright', 'tall']"
1104,41,Best dress ever!,I wore this dress for the first time yesterday    i have never received so many compliments on a dress before  several people even stopped me in the streets of nyc to tell me how beautiful this dress was   it is an absolute must have ,5,1,0,General,Dresses,Dresses,2.2,,,"['dress', 'compliment', 'people', 'street', 'absolute', 'so many', 'time', 'beautiful']"
1104,63,"Stunning, flattering, and versatile.",This dress first caught my eye online  due to the price i resisted  then i saw in store and tried on   i decided to hold off for a sale  but my will was getting thin  once i saw it start to sell out online  i had to take the plunge  i knew this dress was a must have  it is super flattering and comfy  the best of both worlds  i m small chested so both the s and m fit  but the seam on the s fit a bit higher  which was more flattering on me  so s is what i got  it can be dressed up or slightly down,5,1,0,General,Dresses,Dresses,21.0,,,"['dress', 'price', 'store', 'eye', 'must', 'sale', 'both', 'seam', 'world', 'will', 'comfortable', 'flattering', 'good', 'bit', 'lean']"
1104,56,Stunning...,I purchased the navy color of this dress  not only did it look good  but felt good as well  since it is for a wedding  i also purchased a white crochet cropped  sweater  to wear over as well  making the perfect dress for the mother of the groom  could not have been happier ,5,1,0,General,Dresses,Dresses,6.09,,,"['clothes', 'crochet', 'dress', 'navy', 'sweater', 'bridegroom', 'wedding', 'color', 'mother', 'perfect', 'good', 'white', 'happy']"
1089,37,Runs large and zipper sticks,Looks beautiful online but has too much material and the zipper catches on the lace  also runs very large  i am normally a small but would need and xs in this dress,3,0,6,General Petite,Dresses,Dresses,-4.69,,,"['zip', 'dress', 'lace', 'domain', 'beautiful', 'little']"
1103,49,Beautiful color,This dress has potential  but it didn t work for me  it runs true to size to a little big  i ordered medium  my usual size for maeve   as for length it fit me as the model  5 9    the reason i m not keeping it is that i wish it had some darts in the back to help define the waist a bit ,4,1,2,General,Dresses,Dresses,0.2,,,"['darts', 'back', 'work', 'sizing', 'waist', 'dress', 'media', 'length', 'size', 'reason', 'model', 'usual', 'some', 'potential', 'large']"
1080,74,"Beautiful, vintage feel, delicate beadwork",I just got this dress in the mail today and it is even better in person  the description didn t give as much information as i wanted so i m going to be very detailed in this review  i did take off one star for quality because some of the beads are already loose  two fell off when i picked the dress up for the first time   and i ll have to hand sew others on more tightly  my usual size is a pxs or p0  and there were no petite sizes available  however the size 0 fits perfectly  no alterations need,5,1,9,General Petite,Dresses,Dresses,4.8,,,"['dress', 'size', 'alteration', 'll.', 'give', 'description', 'sizing', 'sit', 'drop', 'fell', 'star', 'quality', 'information', 'review', 'tiny']"
1089,67,Elegant and eye-catching,This elegant white lace dress attracted compliments everywhere i wore it  it is classic with just the right amount of quirkiness   i like everything about it ,5,1,0,General Petite,Dresses,Dresses,41.4,Like,,"['dress', 'lace', 'compliment', 'quirk', 'total', 'elegant', 'right', 'classic', 'white']"
1089,24,Work-appropriate lace,I ve been looking for the perfect work appropriate lace dress  for a casual creative work environment  for a while  and this was just the ticket  the pointed collar and demure shape add some structure to the feminine lace  i rolled the sleeves to a short sleeve length just to tone done the cutesy factor a tiny bit more  although the sleeves  worn long  are absolutely gorgeous    the lace isn t exactly the highest quality lace that retailer has ever used  but pretty nonetheless  i m 5 5  125 and th,4,1,1,General Petite,Dresses,Dresses,5.4,,Creativity,"['lace', 'arm', 'dress', 'short sleeve', 'lace', 'quality', 'length', 'work', 'retailer', 'collar', 'element', 'work environment', 'bit', 'structure', 'form']"
1104,59,Poor quality,Disappointed in the quality of the dress  love the style and especially the colors  the fabric of the body of the dress is very very thin and just poorly made  the top bodice is more substantial  not worth the price tag of  148 00  dress does run short ,3,0,13,General,Dresses,Dresses,-4.8,Disappointment,Irresponsibility,"['dress', 'bodice', 'fabric', 'price tag', 'body', 'quality', 'worth', 'color', 'style', 'substantial', 'thin']"
1104,42,Looks are deceiving,This dress is not what i expected  the bottom half is wool like material looks like someone has worn it  the top snags easily so you must be careful when wearing jewelry  when i received the dress i noticed there were two small holes under the arms  i wouldn t of paid full price but for the amount  i sewed up the holes and packed it away for winter ,3,1,0,General,Dresses,Dresses,-1.0,,Concern,"['dress', 'clothes', 'wool', 'jewellery', 'textile', 'arm', 'winter', 'price', 'half', 'snag', 'hole', 'total', 'bottom', 'careful', 'little']"
1104,38,Bad quality.,I don t normally review my purchases  but i was so amazed at how poorly this dress was made  i couldn t help myself but to post a review  the neck line isn t even hemmed down so it flaps up  the material is thin and feel cheap  this dress isnt even worth  20 in my opinion  i was expecting a well made  good quality dress for the high price tag ,1,0,20,General,Dresses,Dresses,5.19,Surprise,,"['dress', 'textile', 'assembly line', 'neck', 'well', 'quality', 'price tag', 'purchase', 'review', 'astonished', 'worth', 'fine', 'thin', 'cheap']"
1086,25,Flattering and fun!,Ordered this dress online  and i love it  i was looking for an understated but fun new years dress and this was exactly what i was looking for  the only minor qualm i had about the dress was that the velvet dots that hit where the seams met made the dress look puffier than it should some parts around the waist  but for the most part  the dress fit very well and was very flattering  may just need a little bit of ironing  i am 5 9 and usually am more conscious of how things fit around my hips  and,4,1,9,General,Dresses,Dresses,5.9,Shame Amusement Like,Awareness Violence,"['dress', 'velvet', 'dot', 'seam', 'new year', 'qualm', 'waist', 'hip', 'a bit of', 'understated', 'swollen', 'flattering', 'fun', 'aware', 'things']"
1081,53,"Lovely dress, small top, different color",Like the reviewers before me  this dress runs small in the rib cage  i normally take a 12 and am a 32b  the max size that this dress comes in is a 12 so i could only order a 12  it just fit but that is because i am a smaller 12 on the top  there is no wiggle room in the dress      that being said  it is a really cute style and shape   rather like a 50 s style dress if you will with a sexy back  i am curvy on the bottom and this dress hides the flaws there for sure  however  because it is a fulle,4,1,3,General Petite,Dresses,Dresses,-0.2,,,"['dress', 'wiggle room', 'top', 'small', 'maximum', 'size', 'flaw', 'style', 'reviewer', 'ribcage', 'way', 'form', 'bottom', 'no', 'busty']"
1104,35,,nan,5,1,0,General,Dresses,Dresses,0.0,,,['naan']
1089,34,Classic,This dress is beautifully constructed  it is very fitted and does run on the small side  it will be a perfect derby dress  the lace is lovely and the pearl buttons are great touch  age appropriate for anyone  a very   pretty dress  simple  classic and gorgeous ,5,1,0,General Petite,Dresses,Dresses,40.7,,,"['clothes', 'dress', 'lace', 'pearl', 'derby', 'touch', 'age', 'gorgeous', 'pretty', 'fitted', 'beautiful', 'appropriate', 'perfect', 'messenger boy', 'minor']"
