Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,sentiment_overall,emotional_traits,behavioral_traits,concepts
845,65,You'll smile on a humid summer's day,This blouse is a perfect creation  perfect weight cotton  many  many details  and color  all perfectly executed  there s fullness to the body  so this will definitely be easy to wear in hot  humid locations this summer  and it would be easy to pair with many things you have already for a casual yet collected look  there s no mistaking quality when you look at this piece  i bought the medium for my 130   34f  size 8 blouse tee frame  this is the blouse you will have for years  and you will enjoy,5,1,12,General Petite,Tops,Blouses,10.5,,,"['blouse', 'jersey', 'casual', 'cotton', 'fullness', 'quality', 'size', 'misunderstanding', 'creation', 'weight', 'body', 'detail', 'rack', 'medium', 'site']"
836,52,Runs short,I received the sky color in m online   am definetly keeping it as it is beautiful   however i wish they had made it a little less wide and more long   i am 5 3 and could totally size down to a s but even at my height it would be too short   i like crop tops and waist hitting tops a lot   but the shortness on this one just looks like it shrunk in the dryer,4,1,0,General,Tops,Blouses,6.4,Like,,"['hit', 'crop top', 'waist', 'band', 'shortness', 'height', 'sky', 'dryer', 'color', 'beautiful', 'little', 'broad', 'short']"
829,36,Pretry top,Perfect for work or going out  i layered this with the reversible tank in medium pink so it would be work appropriate  it did not feel scratchy to me  maybe because i layered it  great buy especially with the discounts  feel like i lucked out ,5,1,0,General,Tops,Blouses,4.0,,,"['work', 'discount', 'tank', 'itchy', 'reversible', 'medium', 'appropriate', 'pink', 'perfect']"
828,39,,It s a pretty top  but it runs very short  the back is also pretty see through so i m not sure i will keep it  it s called off the shoulder but it is so tight when you try and actually wear it off the shoulder  great design  just not sure i will keep it due to length,4,1,2,General,Tops,Blouses,-4.69,,,"['shoulder', 'hard shoulder', 'back', 'pattern', 'duration', 'sure', 'tight', 'sure', 'top']"
829,39,"Beautiful, but scratchy",My firned tried this on and her first comment was  take it off  it is scratchy   so i didn t bother trying it on  it is  however  beautiful  if you are not sensitive to scratchy material  fit was true to size ,3,0,9,General,Tops,Blouses,0.69,,,"['textile', 'commentary', 'sizing', 'itchy', 'scratchy', 'sensitive', 'beautiful', 'true']"
828,39,On the fence,The stylist had me try this top on off the shoulders  but that was kind of snug  perhaps why it didn t fit right  it is not off the shoulders on this picture  the cut is loose  so it looked big on me  but going smaller would not have worked the way i had it on    may give it another try on  xs was big  so would need to try the xxs next time  but off the shoulders looked nice on the lady who was smaller built next to me     colors are nice  light  but appropriate for fall  or summer   light fabri,3,1,2,General,Tops,Blouses,15.5,,,"['shoulder', 'try', 'hairdresser', 'hairstyle', 'lady', 'light', 'shoulder', 'route', 'top', 'brightness', 'snug', 'picture', 'autumn', 'summer', 'another']"
829,53,Not impressed...,Not keeping this one  the fabric is a bit tacky looking in person  the cut is odd and it s just not me  fit is fine and there are snaps to keep the neckline flat and shaped  the colors are as shown and it is a good length  falls to top of hip   i simply did not like it  too metallic looking maybe   ,3,0,0,General,Tops,Blouses,0.2,,,"['neckline', 'fabric', 'snap', 'flat tire', 'cut', 'color', 'hip', 'length', 'brassy', 'remaining', 'metal', 'looking', 'fine', 'bit']"
829,36,Fair,The top as with most of ap s tops is well stitched  material is very uncomfortable  if you have large bust it is a little divulging  this may prompt you to wear something underneath to look modest and change the shape of the top ,3,1,1,General,Tops,Blouses,0.0,Shame,,"['top', 'material', 'stitched', 'breast', 'form', 'uncomfortable', 'modest']"
829,44,Great colors but....,I love the metallic colors of this top and figured i could wear it under a ruched jacket and circle skirt for work  welp  that s out the window  this design is poor  for one  this is not a piece for a petite woman with no torso and i don t know how anyone with a longer torso wears t his  this hits above my belly botton on and i got apetite 2  i have no torso  so  without a jacket  i would never wear this  it s very low cut  the back is very low  it s a little loose but i run between a 2 and a 4 ,3,1,0,General Petite,Tops,Blouses,-0.4,,Violence,"['torso', 'jacket', 'belly', 'back', 'skirt', 'woman', 'design', 'color', 'work', 'disk', 'tiny', 'ruched', 'shop window', 'metal', 'no']"
829,48,Beautiful colors,This top is so much better in person  i do not agree with some of the other reviews about the fabric being scratchy  it is not and i have sensitive skin  i love this top and have got lots of compliments ,5,1,0,General Petite,Tops,Blouses,23.1,,Disagreement,"['compliment', 'fabric', 'skin', 'sensitive', 'review', 'itchy', 'other', 'cover', 'fine']"
829,53,,I saw this top online and read the reviews so i passed when i went into the store  when i went in again i thought i would give it a try  so glad i did   it fits great and is way way prettier in person   i ended up buying it and so glad i did  ,4,1,7,General Petite,Tops,Blouses,4.4,Happiness,,"['store', 'review', 'top', 'pretty', 'glad', 'system']"
829,33,Vibrant metallic,This is a very pretty top with vibrant metallic colors  i would be perfect for a holiday party or going out to dinner  it wasn t as scratchy as i thought it would be based on the reviews  however  it ran a little big  i m 5 3 and about 130 pounds and i almost always wear a size 6  but the six was too big  i d recommend sizing down  it was also lower cut than i thought it would be    showed a lot of cleavage  i m a 34d  so it s not work appropriate   ,4,1,0,General Petite,Tops,Blouses,0.8,,,"['holiday', 'size', 'six', 'color', 'party', 'supper', 'cleavage', 'many', 'review', 'itchy', 'metal', 'bright', 'complete', 'bad', 'large']"
829,52,"Scratchy, uncomfortable top",The title says it all    this fabric of this top is both the best and worst part of the design  the colors are vibrant and the combination of materials  shoulder is a knit  sweater like navy fabric  is interesting  however  that is where the positive comments end on this one  the top is so scratchy   stiff  and  frankly  uncomfortable  i cannot imagine wanting to wear it  it could benefit from a lining  and that might have solved the problem of scratchy  itchy fabric   the stiff fabric of the bo,1,0,8,General Petite,Tops,Blouses,-6.19,,Unreservedness Positivity,"['fabric', 'knit', 'lining', 'sweater', 'shoulder', 'problem', 'navy', 'itchy', 'gossip', 'material', 'combination', 'title', 'framework', 'plan', 'scratchy']"
829,64,Yes it's scratchy but it can work out!,My usual size 6 fits perfectly    yes the metallic fibers on the inside are scratchy  a cami solves that problem  when ordering  i realized i cld not go strapless   wld have to wear a one of my wider strap cami s in navy or black to cover the bra strap area  it was obvious some sort of cover up swtr or jacket w b needed   wld cover the strap area anyway  so  i also ordered the  faux fur cardi  in the ivory to wear over this top  it s a shrug like cardi w  3 4 slvs  comes in the plum also if you,4,1,2,General Petite,Tops,Blouses,1.2,,Awareness Organization,"['camisole', 'strap', 'bra', 'inside', 'fiber', 'faux fur', 'strap', 'problem', 'dust jacket', 'yes', 'sizing', 'sit', 'navy', 'kind', 'shrug']"
829,35,,nan,3,0,0,General Petite,Tops,Blouses,0.0,,,['naan']
828,56,Too big,I loved this top  it reminded me of one i have from retailer from circa 2008 in black and white  however  on this one  the chest area is too big  in both the 14 and 16  and i even found myself tugging downward on the fabric to keep it in place because the waist is elastic and also too big  i probably need a size 12  but then i fear it would be too short waisted on me  for i am 5 10   unfortunately  it is not for me  also  the sleeves are much bigger and flouncier than they appear in the photo on t,4,0,4,General,Tops,Blouses,-8.8,Fear,Apprehension,"['chest', 'waist', 'sleeve', 'fabric', 'retailer', 'size', 'locality', 'both', 'photo', 'large', 'elastic', 'area', 'in black and white', 'waisted']"
828,64,Too cute to pass up!,Adorable    too chilly now to wear alone   too cute to cover it up  my navy parka or jean jacket will prob be ok w  it though  size 6 fits me perfectly   looks pretty much on me as in the pic  love plaid   cotton blend tops anyways  ruffles   adorable    i m not too big on that but do love this look  when i first removed this top from the packaging it had an odd  smoky  like odor  but it s the dye i think  after hanging it for a few days the smell disappeared  i have in mind to wear w  the pilcr,5,1,3,General,Tops,Blouses,11.1,,,"['cotton blend', 'denim', 'plaid', 'anorak', 'jacket', 'top', 'problem', 'now', 'navy', 'ruffle', 'fit', 'smell', 'photo', 'cover', 'dye']"
828,38,,This is my new favorite top  looks and fits as described ,5,1,1,General,Tops,Blouses,23.29,,,"['fit', 'look', 'favourite', 'greatest', 'new']"
815,55,Pretty,This top is really pretty and nice quality  runs big   i went down a size  and its perfect  coloring is more subtle in person than in the photo ,5,1,1,General Petite,Tops,Blouses,13.3,,,"['color', 'photo', 'quality', 'person', 'size', 'subtle', 'nice', 'perfect', 'top', 'large']"
840,55,Cute,This is a cute top with jeans for spring and summer  or warmer climates   very fresh and airy  the fabric hangs nicely and although it is lightweight  it is not too thin or see through  ii does not get overly wrinkled either  the style is flattering for most body types and it can be dressed up or down  the v neck is just right  not too deep that you feel like you are showing too much cleavage  but deep enough to be feminine and slimming  i normally wear a size s in retailer tops and blouses,4,1,5,General,Tops,Blouses,4.69,,,"['fabric', 'top', 'weight loss', 'cleavage', 'blouse', 'jeans', 'size', 'climate', 'neck', 'spring', 'trend', 'body type', 'summer', 'airy', 'retailer']"
840,39,"Runs large, bohemian",I tried on the petite size in my usual xs  adn i actually have to go down to xxs  i looked overtaken by the shirt  i m 5 2  and 115lbs   cut is flowy and not close to the body  sleeves are narrower  but still ok with athletic built   color  light one is great for gals with darker complexion and hair  but for my pale self  the darker one was better    but can t go wrong  i ordered both colors and liked both of them   ruffle is a great addition too   ,5,1,13,General,Tops,Blouses,1.7,,Dynamism Organization,"['arm', 'shirt', 'gal', 'hair', 'size', 'self', 'body suit', 'color', 'addition', 'tiny', 'skin', 'colours', 'pale', 'all right', 'built']"
840,37,Light & large,The shirt is absolutely cute looking  but that s just that    looks  i m 5 2  size 6   wears m to l top  i tried on the medium in the store  it was rather flowing  i liked it  but i didn t like how it fit on the underarm area  it hung very low  so i ordered a petite m  still the same  plus the store the lighting was dark so i didn t realize how see through the shirt was too  had to return it ,2,0,1,General,Tops,Blouses,2.59,Like,,"['shirt', 'store', 'lighting', 'top', 'underarm', 'size', 'medium', 'tiny', 'cute', 'dark', 'low']"
840,83,Pretty but runs large!,I ordered this top in my usual size and am exchanging it for one size smaller   it runs very generous  and so the sizing is a little off   the style and quality are beautiful  so i am anxious to receive the smaller size ,5,1,0,General,Tops,Blouses,10.1,,Apprehension Organization,"['sizing', 'quality', 'size', 'style', 'size', 'generous', 'top', 'anxious', 'usual', 'beautiful']"
840,56,,I love the style of this top  and the longer length would be great with leggings and fitted shorts  it s somewhat fitted on the top yet it s a line shape gives a full swing at the bottom  the ruffled v neckline is pretty  and i like the longer length of the short sleeves  but with all these attributes  unfortunately they cut the armholes really big  so when you put your arms forward  the sleeves pull against your arms  i was trying to decide if i should keep it anyway  but for  98 dollars i thin,3,0,20,General,Tops,Blouses,1.89,Like,,"['arm', 'armhole', 'short sleeve', 'neckline', 'geometric figure', 'leggings', 'shorts', 'length', 'style', 'attribute', 'fitted', 'swing', 'long', 'top', 'entire']"
840,60,,I really want to love this shirt  but the small is just way too big on me  for reference  i m a 32d  which is why i didn t want to size down much more than a small   5 6  and 125 and i m drowning in this  i m going to try it with different bottoms and ultimately will keep it because i do love the quality  just size down a couple of sizes  ,4,1,0,General,Tops,Blouses,2.79,,,"['shirt', 'quality', 'size', 'small', 'couple', 'size', 'bottoms', 'reference', 'momentous']"
840,32,Very cute top,I love this tunic the natural color is just that  this is a tunic so the fit is a little large  i kept it and had it altered because i really do love this top,5,1,0,General,Tops,Blouses,17.39,,,"['tunic', 'fit', 'color', 'natural', 'large']"
840,28,,Size down  i love this item  it goes perfect with leggings but if you are typically a small you would need to order an extra small and so forth  hopefully once i wash this it will shrink some ,5,1,0,General,Tops,Blouses,7.59,,Positivity Organization,"['and so forth', 'extra small', 'leggings', 'perfect', 'size', 'item']"
840,51,Runs big!,Cute  swing top that would be flattering on most  i love the print on the white color and it s so soft  doesn t wrinkle easy  but it does run big  i m usually a s in retailer but i was drowning in it  so  size down ,4,1,1,General,Tops,Blouses,-4.09,,,"['wrinkle', 'print', 'retailer', 'size', 'swing', 'cover', 'cute', 'color', 'soft', 'white', 'large']"
840,44,Stylish and understated elegant,I purchased this top in a regular small and surprisingly  it fits me very well  i m 5 2   34b  26 waist  36 hips   the hem falls about two inches longer than shown on the model  i like the v neck the most because the ruffles are not too much  and it s not too low cut  i purchased the white color because i think the pattern is unique and it s brighter for spring summer  i think skinny jeans and ankle boots or wedges would make the look very stylish  by the way  the fabric is super soft  but not w,5,1,1,General,Tops,Blouses,1.1,Surprise Like,,"['hem', 'fabric', 'waist', 'skinny jeans', 'pattern', 'bootee', 'neck', 'wedge', 'ruffle', 'spring', 'model', 'summer', 'color', 'hairstyle', 'look']"
840,48,Fits like a maternity top,Fits well through the shoulders and arms  but there is zero waist  and it just looks like a bunch of extra fabric hanging from the top  super cute  but have to return because of that ,3,0,1,General,Tops,Blouses,3.7,,,"['waist', 'shoulder', 'arm', 'clump', 'fabric', 'cute', 'other']"
824,37,Love this top,From the picture i wasn t sure how it would fit  got in the mail and i love it  fits snug when you first put it on and get looser as you wear it  definitely should of gotten a large ,5,1,1,General,Tops,Blouses,4.9,Like,,"['large', 'picture', 'cosy', 'post']"
840,50,Adorable and flattering,This top is very cute  got it in the lighter color  the fit is great and it will go with many things  if size medium were not out of stock in the blue color i would have purchased that one also ,5,1,0,General,Tops,Blouses,6.8,,,"['regular', 'fit', 'size', 'stock', 'lighter', 'cute', 'color', 'thing', 'cover', 'many', 'great', 'blue']"
831,35,Pretty blouse!,I love this blouse  i just bought it recently and have yet to wear it out other than trying it on  this blouse looked very nice on me which can be challenging  i don t live near an retailer so i have to order online exclusively  i have larger hips  135lbs  5 6  and finding flattering tops can be tough  sometimes they look amazing online and then once i try them on  they just don t look right  some shirts have a tendency to accentuate my hips too much making me look shorter  this top looked great a,5,1,0,General,Tops,Blouses,3.2,Like,,"['blouse', 'shirt', 'hip', 'top', 'tendency', 'retailer', 'cover', 'look', 'amazing', 'challenging', 'tough', 'larger', 'nice', 'some', 'right']"
836,41,Cute top,This top looks pretty much like it does not the model  the sleeves are a nice length and are not too tight  the fabric is light weight  but not see through  it does not wrinkle a lot  i ve gotten several compliments on it and it goes with lots of different bottoms and will work under jackets too  the v neck is pretty deep  but doesn t show so much cleavage that you couldn t wear it to work ,5,1,0,General,Tops,Blouses,4.4,,,"['arm', 'neck', 'cleavage', 'fabric', 'length', 'compliment', 'jacket', 'exercising weight', 'model', 'draw', 'bottoms', 'look', 'nice', 'several', 'light']"
844,34,Very unflattering,True to size on the neckline and arms but extremely large and puffy in the torso  very unflattering cut ,3,0,0,General Petite,Tops,Blouses,-71.69,,,"['neckline', 'arm', 'torso', 'hairstyle', 'size', 'unbecoming', 'swollen', 'true']"
836,32,Adorable,I purchased the floral patterned version and get complimented every time i wear it  i found it to be pretty true to size  even after washing  it s a little sheer  so you d definitely want to wear a camisole underneath for work  it s a great top for spring summer ,4,1,4,General,Tops,Blouses,3.29,,,"['top', 'camisole', 'spring', 'summer', 'version', 'size', 'floral', 'patterned', 'great', 'rank', 'loyal']"
836,60,Didn't work for me,I thought this top was adorable in the store and online  it just didn t work for me  although it fit  it flares out too much in the front and just wasn t flattering on me  i am 5  5  and 128 lbs  and ordered the small ,3,0,3,General,Tops,Blouses,4.59,,Organization,"['small', 'work', 'store', 'adorable', 'front', 'cover']"
